entity_1,entity_2,relation_type,frequency
eBay Inc.,Aurelia Netherlands TopCo B.V.,trades_with,1
eBay Inc.,Adyen N.V.,trades_with,1
eBay Inc.,Gmarket Global LLC,trades_with,1
Greater China,eBay Inc.,supplies,1
Japan,eBay Inc.,supplies,1
promoted listings products,eBay Inc.,develops,1
eBay International Shipping,eBay Inc.,develops,1
consumer confidence,eBay Inc.,influences,1
discretionary spending,eBay Inc.,influences,1
Focus Categories,eBay Inc.,influences,1
Parts & Accessories,eBay Inc.,influences,1
Collectibles,eBay Inc.,influences,1
recommerce,eBay Inc.,influences,1
foreign exchange rate volatility,Euro,disrupts,1
foreign exchange rate volatility,British pound,disrupts,1
GAAP,eBay Inc.,regulates,1
Exchange Act,eBay Inc.,regulates,1
PricewaterhouseCoopers LLP,eBay Inc.,operates_in,1
climate change,Everest Group,threatens,1
social inflation,Everest Group,threatens,1
rating agencies,Everest Group,influences,1
A.M. Best,Everest Group,influences,1
ceding companies,Everest Group,depends_on,1
brokers,Everest Group,depends_on,1
alternative capital market products,Everest Group,competes_with,1
Juan Andrade,Everest Group,operates_in,1
James Williamson,Everest Group,controls,1
Bermuda government,Everest Group,regulates,1
cybersecurity threats,Everest Group,threatens,1
cyber catastrophes,Everest Group,threatens,1
artificial intelligence,Everest Group,influences,1
third-party service providers,Everest Group,depends_on,1
pandemic and public health crises,Everest Group,threatens,1
geopolitical risks,Everest Group,threatens,1
armed conflict,Everest Group,threatens,1
sanctions,Everest Group,influences,1
trade restrictions,Everest Group,influences,1
"Everest Re Advisors, Ltd.",Group,controls,1
Pillar Two,Everest Group,regulates,1
Tax Cuts and Jobs Act,Everest Group,regulates,1
Federal Insurance Office,Everest Group,regulates,1
Companies Act 1981 of Bermuda,Group,regulates,1
Delaware corporate law,Group,regulates,1
United States,Bermuda Re,regulates,1
Everest Group,United Kingdom,operates_in,1
Bank,Everest Group,depends_on,1
hedge funds,Everest Group,depends_on,1
economic conditions,Everest Group,influences,1
governmental policies,Everest Group,influences,1
market volatility,Everest Group,threatens,1
natural catastrophes,Everest Group,threatens,1
asbestos and environmental liabilities,Everest Group,threatens,1
third-party litigation funding,Everest Group,threatens,1
mass tort cases,Everest Group,threatens,1
class action litigation,Everest Group,threatens,1
European regulatory bodies,Everest Group,regulates,1
European Union,crude oil,regulates,1
alternative energy sources,crude oil,competes_with,1
alternative energy sources,natural gas,competes_with,1
electric vehicles,crude oil,competes_with,1
the Inflation Reduction Act,Methane Emissions Reduction Program,controls,1
Congressional Review Act,Methane Emissions Reduction Program,regulates,1
EOG Resources,hydraulic fracturing,depends_on,1
EOG Resources,carbon capture and storage,develops,1
terrorist attacks,EOG Resources,threatens,1
cyber attacks,EOG Resources,threatens,1
artificial intelligence,cyber attacks,influences,1
tariffs,EOG Resources,threatens,1
trade sanctions,EOG Resources,threatens,1
global minimum tax,EOG Resources,regulates,1
financial institutions,EOG Resources,funds,1
environmental groups,financial institutions,influences,1
environmental groups,oil and gas sector,opposes,1
major integrated oil and gas companies,EOG Resources,competes_with,1
government-affiliated oil and gas companies,EOG Resources,competes_with,1
independent oil and gas companies,EOG Resources,competes_with,1
EOG Resources,crude oil,produces,1
EOG Resources,natural gas liquids,produces,1
renewable energy,oil and gas sector,competes_with,1
UAE Consensus,oil and gas sector,opposes,1
Erie Indemnity,subscriber's agreement,regulates,1
Erie Insurance Exchange,A.M. Best,depends_on,1
independent insurance agencies,competitors,operates_in,1
competitors,Erie Insurance Exchange,competes_with,1
artificial intelligence,Erie Insurance Exchange,threatens,1
autonomous vehicles,automobile insurance,disrupts,1
electric vehicles,automobile insurance,disrupts,1
social media,Erie Insurance Exchange,threatens,1
inflation,Erie Insurance Exchange,threatens,1
interest rates,fixed income securities,threatens,1
regulatory bodies,Erie Insurance Exchange,regulates,1
insurance laws,Erie Insurance Exchange,regulates,1
data privacy laws,Erie Indemnity,regulates,1
Erie Indemnity,third-party service providers,depends_on,1
Erie Indemnity,cloud-based computing,depends_on,1
Erie Indemnity,software-as-a-service,depends_on,1
third-party service providers,cyber attacks,threatens,1
Erie Indemnity,Erie Pennsylvania,operates_in,1
pandemics,Erie Indemnity,threatens,1
pandemics,Erie Insurance Exchange,threatens,1
class action lawsuits,Erie Insurance Exchange,threatens,1
class action lawsuits,Erie Indemnity,threatens,1
tariffs,social inflation,influences,1
social inflation,Erie Insurance Exchange,threatens,1
litigation financing,Erie Insurance Exchange,threatens,1
remote work,automobile insurance,disrupts,1
ride sharing,automobile insurance,disrupts,1
financial markets,Erie Indemnity,influences,1
credit markets,Erie Indemnity,influences,1
artificial intelligence,Erie Indemnity,develops,1
artificial intelligence,cyber attacks,threatens,1
Eaton Corporation,Internet,depends_on,1
Eaton Corporation,Information Technology,depends_on,1
cybersecurity,Eaton Corporation,threatens,1
Eaton Corporation,third-party service providers,depends_on,1
GDPR,European Union,operates_in,1
governmental agencies,Eaton Corporation,regulates,1
extreme weather events,Eaton Corporation,disrupts,1
extreme weather events,supply chain,disrupts,1
extreme weather events,Customer,disrupts,1
Eaton Corporation,raw materials,depends_on,1
supply chain,Eaton Corporation,disrupts,1
energy,Eaton Corporation,threatens,1
Eaton Corporation,data centers,operates_in,1
tariffs,United States,operates_in,1
Eaton Corporation,Intellectual Property,controls,1
metals,Eaton Corporation,threatens,1
tariffs,Evergy,threatens,1
supply chain,Evergy,disrupts,1
production tax credits,Evergy,funds,1
the Inflation Reduction Act,Evergy,influences,1
PISA,Evergy Kansas Central,regulates,1
Federal Power Act,Evergy Kansas Central,regulates,1
geopolitical conflicts,Evergy,threatens,1
Russia,Evergy,threatens,1
February 2021 winter weather event,Evergy,disrupts,1
wildfires,Evergy,threatens,1
activist shareholders,Evergy,influences,1
artificial intelligence,Evergy,influences,1
cybersecurity standards,Evergy,regulates,1
Securities and Exchange Commission,Evergy,regulates,1
IRS,Evergy,regulates,1
retail choice deregulation,Evergy,threatens,1
Federal Reserve,Evergy,influences,1
the Occupational Safety and Health Administration,Evergy,regulates,1
the U.S. Department of Transportation,Evergy,regulates,1
the Department of Labor,Evergy,regulates,1
FirstEnergy,Ohio,operates_in,1
FirstEnergy,Pennsylvania,operates_in,1
FirstEnergy,New Jersey,operates_in,1
FirstEnergy,West Virginia,operates_in,1
FirstEnergy,Maryland,operates_in,1
FirstEnergy,PJM,operates_in,1
FirstEnergy,PUCO,regulates,1
FirstEnergy,NJBPU,regulates,1
FirstEnergy,PPUC,regulates,1
FirstEnergy,WVPSC,regulates,1
FirstEnergy,Environmental Protection Agency,regulates,1
FirstEnergy,Securities and Exchange Commission,regulates,1
FirstEnergy,U.S. Attorney's Office,regulates,1
FirstEnergy,OAG,regulates,1
FirstEnergy,HB 6,influences,1
FirstEnergy,DPA,influences,1
FirstEnergy,CCR regulations,regulates,1
FirstEnergy,Brookfield,trades_with,1
FirstEnergy,Energize365,develops,1
FirstEnergy,solar generation,develops,1
FirstEnergy,smart meters,develops,1
FirstEnergy,grid modernization,develops,1
FirstEnergy,climate change,influences,1
FirstEnergy,cybersecurity,influences,1
FirstEnergy,pension obligations,influences,1
FirstEnergy,labor unions,influences,1
FirstEnergy,offshore wind,develops,1
FirstEnergy,data centers,supplies,1
FirstEnergy,electric vehicles,develops,1
FirstEnergy,energy storage,develops,1
FET,Brookfield,trades_with,1
FET,Valley Link,controls,1
Valley Link,PJM,trades_with,1
AE Supply,IDA Power,trades_with,1
AE Supply,McElroy's Run CCR impoundment,controls,1
Environmental Protection Agency,CCR regulations,regulates,1
CCR regulations,FirstEnergy,threatens,1
MP,solar generation,develops,1
PE,solar generation,develops,1
JCP&L,EnergizeNJ,develops,1
FE PA,LTIIP,develops,1
Ohio Companies,ESP V,influences,1
Ohio Companies,ESP IV,influences,1
Ohio Companies,ESP VI,develops,1
FERC,FirstEnergy,regulates,1
FEV,Global Holding,controls,1
AGC,Bath County Pumped Storage Station,controls,1
VEPCO,Bath County Pumped Storage Station,operates_in,1
IRA of 2022,FirstEnergy,influences,1
Goldman Sachs,financial markets,operates_in,1
U.S. presidential administration,tariffs,controls,1
tariffs,Goldman Sachs,threatens,1
debt ceiling,financial markets,threatens,1
AI,Goldman Sachs,threatens,1
AI,cyber attacks,influences,1
generative AI,Goldman Sachs,threatens,1
quantum computing,Goldman Sachs,threatens,1
Dodd-Frank Act,clearinghouses,influences,1
cloud service providers,Goldman Sachs,depends_on,1
third-party vendors,Goldman Sachs,depends_on,1
pandemics,Goldman Sachs,threatens,1
extreme weather events,Goldman Sachs,threatens,1
wars,Goldman Sachs,threatens,1
terrorist attacks,Goldman Sachs,threatens,1
electronic trading,Goldman Sachs,competes_with,1
capital requirements,Goldman Sachs,regulates,1
liquidity requirements,Goldman Sachs,regulates,1
sanctions,Goldman Sachs,threatens,1
foreign governments,cyber attacks,controls,1
commercial banks,Goldman Sachs,competes_with,1
Goldman Sachs,derivatives,trades_with,1
Goldman Sachs,private equity,operates_in,1
Goldman Sachs,commodities,operates_in,1
resolution planning,Goldman Sachs,regulates,1
margin requirements,Goldman Sachs,regulates,1
Hasbro,Securities and Exchange Commission,regulates,1
Hasbro,The Walt Disney Company,depends_on,1
Hasbro,Wal-Mart,depends_on,1
Hasbro,Amazon.com,depends_on,1
Hasbro,Lionsgate,trades_with,1
Hasbro,third-party manufacturers,depends_on,1
Hasbro,China,depends_on,1
Hasbro,Vietnam,depends_on,1
Hasbro,India,depends_on,1
Hasbro,Japan,depends_on,1
Hasbro,United States,operates_in,1
Hasbro,third-party licensees,depends_on,1
third-party licensees,Hasbro,threatens,1
Hasbro,artificial intelligence,develops,1
artificial intelligence,Hasbro,threatens,1
Hasbro,studios,depends_on,1
Hasbro,content producers,depends_on,1
Hasbro,distribution channels,depends_on,1
Hasbro,ecommerce,develops,1
Hasbro,social media,depends_on,1
Hasbro,specialty hobby stores,depends_on,1
Hasbro,retailers,depends_on,1
recession,Hasbro,threatens,1
cyberattacks,Hasbro,threatens,1
ransomware,Hasbro,threatens,1
malware,Hasbro,threatens,1
natural disasters,Hasbro,disrupts,1
European Union,Hasbro,regulates,1
European Union,China,sanctions,1
streaming platforms,Hasbro,disrupts,1
Hasbro,resin,consumes,1
Hasbro,paperboard,consumes,1
Hasbro,electronic components,consumes,1
quotas,Hasbro,threatens,1
Interactive Brokers,IBG LLC,controls,1
FCA,Interactive Brokers UK,regulates,1
Prime brokers,Interactive Brokers,competes_with,1
Zero commission brokers,Interactive Brokers,competes_with,1
Traditional brokers,Interactive Brokers,competes_with,1
Cryptocurrency Service Providers,Interactive Brokers,supplies,1
Interactive Brokers,Clearing houses,depends_on,1
Interactive Brokers,Exchanges,depends_on,1
Personal Information Protection Law,Interactive Brokers,regulates,1
Systemic market event,Interactive Brokers,threatens,1
Public health emergency,Interactive Brokers,threatens,1
Interactive Brokers,Proprietary technology,depends_on,1
Interactive Brokers UK,United Kingdom,operates_in,1
Gramm-Leach-Bliley Act,Interactive Brokers,regulates,1
Tenant Protection Act of 2019,Invitation Homes,regulates,1
California,Invitation Homes,regulates,1
Federal Trade Commission,Invitation Homes,regulates,1
Invitation Homes,Federal Trade Commission,opposes,1
City of San Diego,Invitation Homes,opposes,1
Invitation Homes,City of San Diego,opposes,1
climate change,Invitation Homes,threatens,1
Hurricane Beryl,Invitation Homes,disrupts,1
Hurricane Debby,Invitation Homes,disrupts,1
Hurricane Helene,Invitation Homes,disrupts,1
Hurricane Milton,Invitation Homes,disrupts,1
wildfires,Invitation Homes,disrupts,1
COVID-19,Invitation Homes,disrupts,1
inflation,Invitation Homes,threatens,1
interest rates,Invitation Homes,threatens,1
tariffs,Invitation Homes,threatens,1
HOAs,Invitation Homes,regulates,1
Invitation Homes,homebuilders,depends_on,1
Invitation Homes,third-party vendors,depends_on,1
Invitation Homes,third-party service providers,depends_on,1
Invitation Homes,residents,depends_on,1
Invitation Homes,REIT,competes_with,1
Invitation Homes,specialty finance companies,competes_with,1
Invitation Homes,Bank,competes_with,1
Invitation Homes,institutional investors,competes_with,1
rent control laws,Invitation Homes,regulates,1
eviction laws,Invitation Homes,regulates,1
tenant advocacy organizations,Invitation Homes,opposes,1
consumer advocacy organizations,Invitation Homes,opposes,1
Americans with Disabilities Act,Invitation Homes,regulates,1
Fair Housing Act,Invitation Homes,regulates,1
Securities and Exchange Commission,Invitation Homes,regulates,1
Invitation Homes,single-family rental market,operates_in,1
Invitation Homes,residential real estate,operates_in,1
Invitation Homes,stockholders,depends_on,1
government-sponsored enterprises,mortgage markets,controls,1
government-sponsored enterprises,Invitation Homes,influences,1
Invitation Homes,HVAC contractors,depends_on,1
property taxes,Invitation Homes,threatens,1
insurance premiums,Invitation Homes,threatens,1
Florida,Invitation Homes,regulates,1
LyondellBasell,Houston refinery,operates_in,1
LyondellBasell,Wesseling site,operates_in,1
LyondellBasell,MoReTec technology,develops,1
LyondellBasell,chemical recycling,develops,1
LyondellBasell,plastic waste,consumes,1
LyondellBasell,polyethylene,produces,1
LyondellBasell,polypropylene,produces,1
LyondellBasell,GHG emissions,produces,1
the Paris Agreement,LyondellBasell,regulates,1
EU Emissions Trading System,LyondellBasell,regulates,1
REACH,LyondellBasell,regulates,1
TSCA,LyondellBasell,regulates,1
Single Use Plastics Directive,LyondellBasell,regulates,1
LyondellBasell,crude oil,depends_on,1
LyondellBasell,natural gas,depends_on,1
LyondellBasell,NGLs,depends_on,1
Middle East,LyondellBasell,supplies,1
South Africa,LyondellBasell,supplies,1
Central America,LyondellBasell,supplies,1
civil unrest,Middle East,disrupts,1
civil unrest,LyondellBasell,threatens,1
LyondellBasell,Europe,operates_in,1
LyondellBasell,China,trades_with,1
LyondellBasell,Asian,operates_in,1
LyondellBasell,chemical industry,operates_in,1
LyondellBasell,refining industry,operates_in,1
hurricanes,U.S. Gulf Coast,disrupts,1
cold weather events,Texas,disrupts,1
